WORT,WORTART,NOMEN,VERB_ADJEKTIV,VA INTERPUNKTION
dringen,V,0,0,0
droge,N,0,0,0
drohen,V,0,0,0
drohung,N,0,0,0
druck,N,1,0,0
drücken,V,0,0,0
duell,N,0,0,0
duft,N,0,0,0
duften,V,0,0,0
dummheit,N,0,0,0
durst,N,0,0,0
dusche,N,0,0,0
echse,N,0,0,0
effekt,N,1,0,0
egoismus,N,0,0,0
ehe,N,0,0,0
ehelos,A,0,0,0
ehre,N,0,0,0
ehrgeiz,N,0,0,0
ehrlich,A,0,0,0
ehrung,N,0,0,0
eiche,N,0,0,0
eid,N,0,0,0
eidechse,N,0,0,0
eifel,N,0,0,0
eifer,N,0,0,0
eifrig,A,0,0,0
eigelb,N,0,0,0
eigenart,N,0,0,0
eigentum,N,0,0,0
eimer,N,0,0,0
eindruck,N,1,0,0
einengen,V,0,0,0
einfall,N,0,0,0
einfalt,N,0,0,0
eingehen,V,0,0,0
einheit,N,0,0,0
einigung,N,0,0,0
einklang,N,0,0,0
einladen,V,0,0,0
einladung,N,0,0,0
einnahme,N,0,0,0
einsam,A,0,0,0
einsatz,N,0,0,0
einsetzen,V,0,0,0
einsicht,N,0,0,0
einstellen,V,0,0,0
einsturz,N,0,0,0
eintracht,N,0,0,0
eintreten,V,0,0,0
eintritt,N,0,0,0
eis,N,0,0,0
eitel,A,0,0,0
ekel,N,0,0,0
ekstase,N,0,0,0
elch,N,0,0,0
elefant,N,0,0,0
elend,A,0,0,0
embargo,N,0,0,0
emotion,N,0,0,0
empfangen,V,0,0,0
empfehlen,V,0,0,0
empfinden,V,0,0,0
ende,N,2,0,0
enden,V,0,0,0
endziel,N,0,0,0
energie,N,0,0,0
engel,N,0,0,0
enkel,N,0,0,0
entdecken,V,0,0,0
ente,N,0,0,0
entfallen,V,0,0,0
entfernen,V,0,0,0
entfernung,N,0,0,0
enthalten,V,0,0,0
entlassen,V,0,0,0
entsetzt,A,0,0,0
entstehen,V,0,0,0
entwurf,N,0,0,0
entziehen,V,0,0,0
entzug,N,0,0,0
erbe,N,0,0,0
erbeten,V,0,0,0
erbin,N,0,0,0
erbitten,V,0,0,0
erbse,N,0,0,0
erdbeben,N,0,0,0
erdbeere,N,0,0,0
erde,N,0,0,0
erfahren,V,0,0,0
erfahrung,N,0,0,0
erfassen,V,0,0,0
erfinder,N,0,0,0
erfolg,N,2,0,0
erfolgen,V,0,0,0
erfordern,V,0,1,0
erfüllen,V,0,0,0
erfüllung,N,0,0,0
ergänzen,V,0,0,0
ergeben,V,0,0,0
ergebnis,N,0,0,0
ergreifen,V,0,0,0
erhalten,V,0,2,0
erheben,V,0,0,0
erholung,N,0,0,0
erinnern,V,0,0,0
erinnerung,N,0,0,0
erkennen,V,0,0,0
erkenntnis,N,0,0,0
erlauben,V,0,0,0
erleben,V,0,0,0
erlebnis,N,0,0,0
erledigen,V,0,0,0
erleiden,V,0,0,0
ermitteln,V,0,0,0
ernte,N,0,0,0
erotik,N,0,0,0
erreger,N,0,0,0
erreichen,V,0,0,0
errichten,V,0,0,0
errichtung,N,0,0,0
ersaufen,V,0,0,0
ersetzen,V,0,0,0
erteilen,V,0,0,0
ertrag,N,0,0,0
erwarten,V,0,1,0
erwartung,N,1,0,0
erweitern,V,0,0,0
erwerb,N,0,0,0
erwerben,V,0,0,0
erzählen,V,0,0,0
erzeugen,V,0,0,0
erzeuger,N,0,0,0
erzeugnis,N,0,0,0
erzfeind,N,0,0,0
erzielen,V,0,1,0
esel,N,0,0,0
essen,V,0,0,0
essig,N,0,0,0
ethik,N,0,0,0
eule,N,0,0,0
euphorie,N,0,0,0
euter,N,0,0,0
ewigkeit,N,0,0,0
existenz,N,0,0,0
fabel,N,0,0,0
fabrik,N,0,0,0
fächer,N,0,0,0
faden,N,0,0,0
fähigkeit,N,0,0,0
fahndung,N,0,0,0
fahne,N,0,0,0
fahren,V,0,0,0
fahrer,N,0,0,0
fahrrad,N,0,0,0
fahrt,N,1,0,0
fall,N,1,0,0
falle,N,0,0,0
fallen,V,0,1,0
fällen,V,0,0,0
falte,N,0,0,0
familie,N,0,0,0
fangen,V,0,0,0
fantasie,N,0,0,0
farbe,N,0,0,0
fasan,N,0,0,0
fasching,N,0,0,0
faschismus,N,0,0,0
fassade,N,0,0,0
fassen,V,0,0,0
faust,N,0,0,0
feder,N,0,0,0
fee,N,0,0,0
fehde,N,0,0,0
fehlen,V,0,0,0
fehler,N,0,0,0
feier,N,0,0,0
feiern,V,0,0,0
feiertag,N,0,0,0
feigling,N,0,0,0
feile,N,0,0,0
feind,N,0,0,0
fenster,N,0,0,0
ferien,N,0,0,0
fernrohr,N,0,0,0
fernsehen,N,0,0,0
ferse,N,0,0,0
fessel,N,0,0,0
fest,N,0,0,0
festlegen,V,0,0,0
festtag,N,0,0,0
festung,N,0,0,0
fett,N,0,0,0
feucht,A,0,0,0
feuer,N,0,0,0
feurig,A,0,0,0
fibel,N,0,0,0
fichte,N,0,0,0
fieber,N,0,0,0
figur,N,0,0,0
film,N,0,0,0
filmstar,N,0,0,0
filter,N,0,0,0
finale,N,0,0,0
finden,V,0,0,0
finder,N,0,0,0
finger,N,0,0,0
firma,N,0,0,0
fisch,N,0,0,0
flagge,N,0,0,0
flamingo,N,0,0,0
flamme,N,0,0,0
flasche,N,0,0,0
flaute,N,0,0,0
flegel,N,0,0,0
fleisch,N,0,0,0
flexibel,A,0,0,0
fliege,N,0,0,0
fliegen,V,0,0,0
fließen,V,0,0,0
flirt,N,0,0,0
floß,N,0,0,0
flöte,N,0,0,0
fluch,N,0,0,0
flucht,N,0,0,0
flüchtling,N,0,0,0
flughafen,N,0,0,0
flugzeug,N,0,0,0
flut,N,0,0,0
fohlen,N,0,0,0
föhn,N,0,0,0
folge,N,0,0,0
folter,N,0,0,0
foltern,V,0,0,0
fordern,V,0,0,0
fördern,V,0,0,0
forderung,N,1,0,0
förderung,N,0,0,0
form,N,0,0,0
forsch,A,0,0,0
forscher,N,0,0,0
forschung,N,0,0,0
fortsetzen,V,0,0,0
fortuna,N,0,0,0
foto,N,0,0,0
fracht,N,0,0,0
frage,N,1,0,0
fragen,V,0,0,0
fraktion,N,0,0,0
frau,N,0,0,0
fräulein,N,0,0,0
fraulich,A,0,0,0
freier,N,0,0,0
freiheit,N,0,0,0
freitod,N,0,0,0
freizeit,N,0,0,0
freude,N,1,0,0
freudig,A,0,0,0
freudlos,A,0,0,0
freuen,V,0,1,0
freund,N,0,0,0
frevel,N,0,0,0
friede,N,0,0,0
frieden,N,0,0,0
friedhof,N,0,0,0
frist,N,0,0,0
frisur,N,0,0,0
froh,A,0,0,0
fromm,A,0,0,0
front,N,0,0,0
frosch,N,0,0,0
frühjahr,N,0,0,0
fuchs,N,0,0,0
fühlen,V,0,0,0
führer,N,0,0,0
führung,N,0,0,0
füllen,V,0,0,0
füller,N,0,0,0
fund,N,0,0,0
funke,N,0,0,0
funktionär,N,0,0,0
furcht,N,0,0,0
fürchten,V,0,0,0
fusion,N,0,0,0
futter,N,0,0,0
gabel,N,0,0,0
galgen,N,0,0,0
galle,N,0,0,0
ganove,N,0,0,0
gans,N,0,0,0
garaus,N,0,0,0
garten,N,0,0,0
gas,N,1,0,0
gast,N,0,0,0
gatte,N,0,0,0
gauner,N,0,0,0
gebein,N,0,0,0
gebet,N,0,0,0
gebiet,N,0,0,0
gebot,N,0,0,0
geburt,N,0,0,0
geburtstag,N,0,0,0
gedanke,N,0,0,0
gedenken,V,0,0,0
gedicht,N,0,0,0
geduld,N,0,0,0
gefahr,N,0,0,0
gefährden,V,0,0,0
gefallen,V,0,3,0
gefängnis,N,0,0,0
gefühl,N,0,0,0
gegend,N,0,0,0
gegensatz,N,0,0,0
gegenteil,N,1,0,0
gegner,N,0,0,0
gehalt,N,0,0,0
geheim,A,0,0,0
geheimnis,N,0,0,0
gehen,V,0,0,0
geheul,N,0,0,0
gehirn,N,0,0,0
gehören,V,0,0,0
geier,N,0,0,0
geige,N,0,0,0
geisel,N,0,0,0
geist,N,0,0,0
geiz,N,0,0,0
gejammer,N,0,0,0
gekicher,N,0,0,0
gelaunt,A,0,0,0
geld,N,2,0,0
geldgier,N,0,0,0
gelenk,N,0,0,0
geliebte,N,0,0,0
gelingen,V,0,0,0
gelten,V,0,1,0
gemein,A,0,0,0
gemeinde,N,0,0,0
gemetzel,N,0,0,0
gemse,N,0,0,0
gemüse,N,0,0,0
general,N,0,0,0
genial,A,0,0,0
genie,N,0,0,0
genießen,V,0,0,0
genosse,N,0,0,0
gerede,N,0,0,0
gericht,N,0,0,0
geruch,N,0,0,0
gesang,N,0,0,0
geschehen,N,0,0,0
geschenk,N,0,0,0
geschichte,N,1,0,0
geschrei,N,0,0,0
gesetz,N,0,0,0
gesicht,N,0,0,0
gesindel,N,0,0,0
gespräch,N,0,0,0
gestalten,V,0,0,0
gestaltung,N,0,0,0
gestank,N,0,0,0
geste,N,0,0,0
gestehen,V,0,0,0
gesund,A,0,0,0
gesundheit,N,0,0,0
gewalt,N,0,0,0
geweih,N,0,0,0
gewicht,N,0,0,0
gewinn,N,0,0,0
gewinnen,V,0,0,0
gewissen,N,0,0,0
gewitter,N,0,0,0
ghetto,N,0,0,0
giebel,N,0,0,0
gierig,A,0,0,0
gift,N,0,0,0
giftgas,N,0,0,0
gigant,N,0,0,0
giraffe,N,0,0,0
girlande,N,0,0,0
gitarre,N,0,0,0
gitter,N,0,0,0
glanz,N,0,0,0
glas,N,0,0,0
glaube,N,0,0,0
glauben,V,0,1,0
globus,N,0,0,0
glocke,N,0,0,0
glück,N,0,0,0
glut,N,0,0,0
gnade,N,0,0,0
gold,N,8,0,0
gott,N,0,0,0
grab,N,0,0,0
granate,N,0,0,0
grandios,A,0,0,0
gras,N,0,0,0
gratis,A,0,0,0
grausam,A,0,0,0
greifen,V,0,0,0
grenze,N,0,0,0
greuel,N,0,0,0
grinsen,V,0,0,0
großmacht,N,0,0,0
grube,N,0,0,0
grund,N,2,0,0
gründen,V,0,0,0
grundlage,N,0,0,0
grundstück,N,0,0,0
gründung,N,0,0,0
gruppe,N,0,0,0
gruselig,A,0,0,0
gruß,N,0,0,0
gummi,N,0,0,0
gurgel,N,0,0,0
gurke,N,0,0,0
gurt,N,0,0,0
gürtel,N,0,0,0
gutartig,A,0,0,0
guttun,V,0,0,0
habgier,N,0,0,0
hafen,N,0,0,0
hafer,N,0,0,0
haftung,N,0,0,0
hagel,N,0,0,0
hahn,N,0,0,0
hai,N,0,0,0
halbtot,A,0,0,0
halle,N,0,0,0
halunke,N,0,0,0
hammer,N,0,0,0
hamster,N,0,0,0
hand,N,0,0,0
handikap,N,0,0,0
hanf,N,0,0,0
hängen,V,0,0,0
hantel,N,0,0,0
harfe,N,0,0,0
harmonie,N,0,0,0
hase,N,0,0,0
hassen,V,0,0,0
haube,N,0,0,0
haus,N,0,0,0
hausfrau,N,0,0,0
haushalt,N,0,0,0
haustier,N,0,0,0
hebel,N,0,0,0
heben,V,0,0,0
hefe,N,0,0,0
hehlerei,N,0,0,0
heide,N,0,0,0
heilfroh,A,0,0,0
heilung,N,0,0,0
heimat,N,0,0,0
heimkehr,N,0,0,0
heirat,N,0,0,0
heiraten,V,0,0,0
heißen,V,0,0,0
heiter,A,0,0,0
heizung,N,0,0,0
held,N,0,0,0
helfen,V,0,0,0
helfer,N,0,0,0
hemd,N,0,0,0
hemmnis,N,0,0,0
henker,N,0,0,0
henne,N,0,0,0
herbst,N,0,0,0
herd,N,0,0,0
herde,N,0,0,0
hering,N,0,0,0
heroisch,A,0,0,0
herr,N,0,0,0
herrschaft,N,0,0,0
herrschen,V,0,0,0
herstellen,V,0,0,0
herz,N,0,0,0
herzlos,A,0,0,0
hetzen,V,0,0,0
hetzer,N,0,0,0
heucheln,V,0,0,0
heulen,V,0,0,0
hexe,N,0,0,0
hilfe,N,1,0,0
hilflos,A,0,0,0
himbeere,N,0,0,0
himmel,N,0,0,0
hinweis,N,0,0,0
hirsch,N,0,0,0
hirse,N,0,0,0
hirte,N,0,0,0
hitze,N,0,0,0
hobby,N,0,0,0
hobel,N,0,0,0
hochmut,N,0,0,0
hochschule,N,0,0,0
hochzeit,N,0,0,0
hocker,N,0,0,0
hoffen,V,0,0,0
hoffnung,N,0,0,0
höhe,N,1,0,0
höhepunkt,N,0,0,0
holen,V,0,0,0
honig,N,0,0,0
horde,N,0,0,0
hormon,N,0,0,0
hornisse,N,0,0,0
horoskop,N,0,0,0
horror,N,0,0,0
hose,N,0,0,0
hotel,N,0,0,0
huhn,N,0,0,0
human,A,0,0,0
hummer,N,0,0,0
humor,N,0,0,0
humorlos,A,0,0,0
hunger,N,0,0,0
hupe,N,0,0,0
hure,N,0,0,0
hypnose,N,0,0,0
hypothek,N,0,0,0
ideell,A,0,0,0
idiot,N,0,0,0
idylle,N,0,0,0
igel,N,0,0,0
iglu,N,0,0,0
illegal,A,0,0,0
imker,N,0,0,0
impfung,N,0,0,0
import,N,1,0,0
impuls,N,0,0,0
industrie,N,2,0,0
inferno,N,0,0,0
inhalt,N,0,0,0
initiative,N,0,0,0
insekt,N,0,0,0
insel,N,0,0,0
instinkt,N,0,0,0
instrument,N,0,0,0
intensiv,A,0,0,0
interesse,N,0,0,0
intim,A,0,0,0
intrige,N,0,0,0
irre,A,0,0,0
irrlehre,N,0,0,0
irrsinn,N,0,0,0
irrtum,N,0,0,0
islam,N,0,0,0
jacke,N,0,0,0
japan,N,1,0,0
jauche,N,0,0,0
jawort,N,0,0,0
jazz,N,0,0,0
job,N,0,0,0
jubel,N,0,0,0
jugend,N,0,0,0
junge,N,0,0,0
jungfrau,N,0,0,0
justiz,N,0,0,0
juwel,N,0,0,0
kabel,N,0,0,0
käfer,N,0,0,0
kaffee,N,0,0,0
käfig,N,0,0,0
kakao,N,0,0,0
kaktee,N,0,0,0
kaktus,N,0,0,0
kalorie,N,0,0,0
kamel,N,0,0,0
kamera,N,0,0,0
kamerad,N,0,0,0
kamin,N,0,0,0
kamm,N,0,0,0
kammer,N,0,0,0
kampf,N,0,0,0
kämpfen,V,0,0,0
kampflos,A,0,0,0
kanal,N,0,0,0
kandidatur,N,0,0,0
känguruh,N,0,0,0
kanne,N,0,0,0
kanon,N,0,0,0
kanone,N,0,0,0
kante,N,0,0,0
kanzel,N,0,0,0
kanzler,N,0,0,0
kappe,N,0,0,0
karaffe,N,0,0,0
kargheit,N,0,0,0
karriere,N,0,0,0
karte,N,0,0,0
kartei,N,0,0,0
karton,N,0,0,0
käse,N,0,0,0
kasino,N,0,0,0
kasperl,N,0,0,0
kasse,N,0,0,0
kassette,N,0,0,0
kastanie,N,0,0,0
kater,N,0,0,0
katze,N,0,0,0
kauf,N,0,0,0
kaufen,V,0,0,0
kegel,N,0,0,0
kehle,N,0,0,0
kehren,V,0,0,0
keks,N,0,0,0
keller,N,0,0,0
kennen,V,0,0,0
kenntnis,N,0,0,0
kerbe,N,0,0,0
kerker,N,0,0,0
kerze,N,0,0,0
kette,N,0,0,0
ketzer,N,0,0,0
keule,N,0,0,0
kichern,V,0,0,0
kiefer,N,0,0,0
kiesel,N,0,0,0
killer,N,0,0,0
kind,N,0,0,0
kiosk,N,0,0,0
kirche,N,0,0,0
kirsche,N,0,0,0
kissen,N,0,0,0
kiste,N,0,0,0
kitsch,N,0,0,0
klage,N,0,0,0
klang,N,0,0,0
klären,V,0,0,0
klarheit,N,0,0,0
klasse,N,0,0,0
klassik,N,0,0,0
klaue,N,0,0,0
klauen,V,0,0,0
klavier,N,0,0,0
klee,N,0,0,0
klette,N,0,0,0
klient,N,0,0,0
klima,N,1,0,0
klinge,N,0,0,0
klingel,N,0,0,0
klinik,N,0,0,0
klinke,N,0,0,0
klippe,N,0,0,0
klischee,N,0,0,0
kloster,N,0,0,0
klugheit,N,0,0,0
knabe,N,0,0,0
knausern,V,0,0,0
knebel,N,0,0,0
knebeln,V,0,0,0
kneipe,N,0,0,0
knochen,N,0,0,0
knospe,N,0,0,0
koalition,N,0,0,0
kobold,N,0,0,0
kobra,N,0,0,0
koffer,N,0,0,0
kohle,N,0,0,0
kohlrabi,N,0,0,0
kollaps,N,0,0,0
kollege,N,0,0,0
kollektiv,N,0,0,0
komet,N,0,0,0
komfort,N,0,0,0
komik,N,0,0,0
komisch,A,0,0,0
komitee,N,0,0,0
komma,N,0,0,0
kommen,V,0,0,0
kommission,N,0,0,0
kommode,N,0,0,0
kommunist,N,0,0,0
kompass,N,0,0,0
komplize,N,0,0,0
komplott,N,0,0,0
kondom,N,0,0,0
konflikt,N,0,0,0
konkurrenz,N,1,0,0
konkurs,N,0,0,0
können,V,0,7,0
konsequenz,N,0,0,0
kontakt,N,0,0,0
konto,N,0,0,0
kontrolle,N,0,0,0
konzert,N,0,0,0
kopflos,A,0,0,0
kopie,N,0,0,0
koran,N,0,0,0
korb,N,0,0,0
korrupt,A,0,0,0
kosmetik,N,0,0,0
kosten,V,0,0,0
kraft,N,2,0,0
kraftlos,A,0,0,0
kralle,N,0,0,0
krank,A,0,0,0
krankheit,N,0,0,0
kranz,N,0,0,0
krawatte,N,0,0,0
kreativ,A,0,0,0
kredit,N,0,0,0
kreide,N,0,0,0
kreis,N,1,0,0
kreisel,N,0,0,0
kreuz,N,0,0,0
krieg,N,0,0,0
kriegen,V,0,0,0
krimi,N,0,0,0
krise,N,0,0,0
kritik,N,1,0,0
krokodil,N,0,0,0
krokus,N,0,0,0
krone,N,0,0,0
krücke,N,0,0,0
kruzifix,N,0,0,0
kuchen,N,0,0,0
kugel,N,0,0,0
kuhle,N,0,0,0
küken,N,0,0,0
kult,N,0,0,0
kultur,N,0,0,0
kummer,N,0,0,0
kümmern,V,0,0,0
kumpan,N,0,0,0
kunde,N,0,0,0
kündigen,V,0,0,0
kunst,N,0,0,0
künstler,N,0,0,0
kupfer,N,1,0,0
kuppe,N,0,0,0
kürbis,N,0,0,0
kurort,N,0,0,0
kurve,N,0,0,0
küssen,V,0,0,0
küste,N,1,0,0
kutsche,N,0,0,0
labil,A,0,0,0
labor,N,0,0,0
lächeln,V,0,0,0
lachen,V,0,0,0
ladung,N,0,0,0
lage,N,0,0,0
lager,N,0,0,0
laken,N,0,0,0
lampe,N,0,0,0
landschaft,N,0,0,0
lanze,N,0,0,0
larve,N,0,0,0
last,N,0,0,0
laster,N,0,0,0
latein,N,0,0,0
laterne,N,0,0,0
laube,N,0,0,0
lauer,N,0,0,0
laufbahn,N,0,0,0
laufen,V,0,0,0
lauge,N,0,0,0
laune,N,0,0,0
launisch,A,0,0,0
laut,A,0,0,0
lawine,N,0,0,0
leben,N,0,0,0
lebendig,A,0,0,0
leblos,A,0,0,0
leder,N,0,0,0
leere,N,0,0,0
legen,V,0,0,0
lehre,N,0,0,0
lehrer,N,0,0,0
lehrerin,N,0,0,0
lehrhaft,A,0,0,0
lehrjahr,N,0,0,0
lehrling,N,0,0,0
lehrzeit,N,0,0,0
leib,N,0,0,0
leiche,N,0,0,0
leichnam,N,0,0,0
leichte,N,0,0,0
leid,N,0,0,0
leiden,V,0,1,0
leiern,V,0,0,0
leim,N,0,0,0
leine,N,0,0,0
leinwand,N,0,0,0
leisten,V,0,0,0
leistung,N,0,0,0
leitbild,N,0,0,0
leiter,N,0,0,0
leittier,N,0,0,0
lektion,N,0,0,0
lende,N,0,0,0
lenkbar,A,0,0,0
lenken,V,0,0,0
lenker,N,0,0,0
lenkrad,N,0,0,0
lenkung,N,0,0,0
lenz,N,0,0,0
leopard,N,0,0,0
lepra,N,0,0,0
lerche,N,0,0,0
lernbar,A,0,0,0
lernen,V,0,1,0
lesebuch,N,0,0,0
leser,N,0,0,0
lesesaal,N,0,0,0
lesung,N,0,0,0
letzte,A,0,0,0
leuchte,N,0,0,0
leuchten,V,0,0,0
leugnen,V,0,0,0
leugnung,N,0,0,0
leumund,N,0,0,0
leute,N,0,0,0
lexikon,N,0,0,0
liaison,N,0,0,0
libelle,N,0,0,0
liberal,A,0,0,0
licht,N,0,0,0
lichtung,N,0,0,0
lid,N,0,0,0
lieb,A,0,0,0
liebe,N,0,0,0
liebelei,N,0,0,0
lieben,V,0,0,0
lieblos,A,0,0,0
liebreiz,N,0,0,0
lied,N,0,0,0
liefern,V,0,0,0
liege,N,0,0,0
liegen,V,0,0,0
lift,N,0,0,0
lilie,N,0,0,0
limit,N,0,0,0
limonade,N,0,0,0
linde,N,0,0,0
lindern,V,0,0,0
lineal,N,0,0,0
linie,N,0,0,0
linse,N,0,0,0
lippe,N,0,0,0
liquide,A,0,0,0
list,N,0,0,0
liste,N,0,0,0
listig,A,0,0,0
litanei,N,0,0,0
liter,N,0,0,0
literatur,N,0,0,0
lizenz,N,0,0,0
lob,N,0,0,0
lobby,N,0,0,0
loben,V,0,0,0
loblied,N,0,0,0
loch,N,2,0,0
locher,N,0,0,0
locken,V,0,0,0
lodern,V,0,0,0
löffel,N,0,0,0
logik,N,0,0,0
logisch,A,0,0,0
lohn,N,0,0,0
lorbeer,N,0,0,0
lösen,V,0,0,0
lossagen,V,0,0,0
losung,N,0,0,0
lösung,N,0,0,0
lotse,N,0,0,0
lotterie,N,0,0,0
lotto,N,0,0,0
lotus,N,0,0,0
löwe,N,0,0,0
loyal,A,0,0,0
luder,N,0,0,0
luft,N,0,0,0
luftloch,N,0,0,0
luftraum,N,0,0,0
lug,N,0,0,0
lüge,N,0,0,0
lukrativ,A,0,0,0
lump,N,0,0,0
lunge,N,0,0,0
lupe,N,0,0,0
lust,N,0,0,0
lustlos,A,0,0,0
lutschen,V,0,0,0
lutscher,N,0,0,0
luxus,N,0,0,0
lynchen,V,0,0,0
lyrik,N,0,0,0
machen,V,0,2,0
macher,N,0,0,0
macht,N,1,0,0
machtlos,A,0,0,0
mädchen,N,0,0,0
madeira,N,0,0,0
madonna,N,0,0,0
mafia,N,0,0,0
magazin,N,0,0,0
magd,N,0,0,0
magen,N,0,0,0
mager,A,0,0,0
magie,N,0,0,0
magier,N,0,0,0
magisch,A,0,0,0
magma,N,0,0,0
magnet,N,0,0,0
mahl,N,0,0,0
mahlzeit,N,0,0,0
mahnen,V,0,0,0
mahnmal,N,0,0,0
mahnung,N,0,0,0
mai,N,0,0,0
maibaum,N,0,0,0
mais,N,0,0,0
makaber,A,0,0,0
makel,N,0,0,0
makellos,A,0,0,0
makler,N,0,0,0
malaria,N,0,0,0
maler,N,0,0,0
malerei,N,0,0,0
mama,N,0,0,0
manager,N,2,0,0
manege,N,0,0,0
mangel,N,0,0,0
mango,N,0,0,0
manie,N,0,0,0
manko,N,0,0,0
mann,N,0,0,0
mannschaft,N,0,0,0
mantel,N,0,0,0
manuell,A,0,0,0
mappe,N,0,0,0
markant,A,0,0,0
marke,N,0,0,0
markt,N,1,0,0
marotte,N,0,0,0
marter,N,0,0,0
martern,V,0,0,0
marxist,N,0,0,0
masche,N,0,0,0
maske,N,0,0,0
massage,N,0,0,0
massaker,N,0,0,0
masse,N,0,0,0
massiv,A,0,0,0
maßnahme,N,0,0,0
matratze,N,0,0,0
matt,A,0,0,0
matte,N,0,0,0
mauer,N,0,0,0
maul,N,0,0,0
maulen,V,0,0,0
maulkorb,N,0,0,0
maus,N,0,0,0
mausgrau,A,0,0,0
maximal,A,0,0,0
maximum,N,0,0,0
mechanik,N,0,0,0
medaille,N,0,0,0
medizin,N,0,0,0
meer,N,0,0,0
mehrheit,N,0,0,0
meiden,V,0,0,0
meineid,N,0,0,0
meinen,V,0,0,0
meinung,N,0,0,0
meise,N,0,0,0
meister,N,0,0,0
meistern,V,0,0,0
melden,V,0,1,0
melodie,N,0,0,0
melodram,N,0,0,0
melone,N,0,0,0
menge,N,0,0,0
mensa,N,0,0,0
mensch,N,0,0,0
menschheit,N,3,0,0
mentor,N,0,0,0
mephisto,N,0,0,0
merkmal,N,0,0,0
messer,N,0,0,0
metall,N,0,0,0
meter,N,0,0,0
metzger,N,0,0,0
meute,N,0,0,0
meuterei,N,0,0,0
meutern,V,0,0,0
mickrig,A,0,0,0
miene,N,0,0,0
mies,A,0,0,0
miete,N,0,0,0
mieten,V,0,0,0
mieter,N,0,0,0
mietzins,N,0,0,0
mikado,N,0,0,0
mikrofon,N,0,0,0
milch,N,0,0,0
milchbar,N,0,0,0
mild,A,0,0,0
milieu,N,0,0,0
militant,A,0,0,0
miliz,N,0,0,0
million,N,0,0,0
mimik,N,0,0,0
mimose,N,0,0,0
minder,V,0,0,0
mine,N,0,0,0
minigolf,N,0,0,0
minimal,A,0,0,0
minimum,N,0,0,0
minirock,N,0,0,0
minister,N,0,0,0
minus,N,0,0,0
minute,N,0,0,0
mirakel,N,0,0,0
mischehe,N,0,0,0
missetat,N,0,0,0
mission,N,0,0,0
mist,N,0,0,0
mitgeben,V,0,0,0
mitgift,N,0,0,0
mitglied,N,0,0,0
mitleid,N,0,0,0
mittag,N,0,0,0
mitte,N,3,0,0
mittel,N,0,0,0
mode,N,0,0,0
moder,N,0,0,0
modern,V,0,0,0
mogeln,V,0,0,0
mögen,V,0,0,0
mohn,N,0,0,0
mohr,N,0,0,0
möhre,N,0,0,0
mokka,N,0,0,0
molch,N,0,0,0
moll,N,0,0,0
mollig,A,0,0,0
monarch,N,0,0,0
monat,N,1,0,0
mond,N,0,0,0
mondlos,A,0,0,0
monogam,A,0,0,0
monolog,N,0,0,0
monopol,N,0,0,0
monoton,A,0,0,0
monstrum,N,0,0,0
moor,N,0,0,0
moorbad,N,0,0,0
moos,N,0,0,0
moped,N,0,0,0
moral,N,0,0,0
moralist,N,0,0,0
morast,N,0,0,0
mord,N,0,0,0
morden,V,0,0,0
mordfall,N,0,0,0
mordtat,N,0,0,0
morphem,N,0,0,0
morsch,A,0,0,0
mörser,N,0,0,0
moskito,N,0,0,0
motiv,N,0,0,0
motor,N,0,0,0
motorrad,N,0,0,0
motte,N,0,0,0
motto,N,0,0,0
möwe,N,0,0,0
muffig,A,0,0,0
mühe,N,0,0,0
mumie,N,0,0,0
mundraub,N,0,0,0
munition,N,0,0,0
munkeln,V,0,0,0
munter,A,0,0,0
murmel,N,0,0,0
murren,V,0,0,0
muschel,N,0,0,0
musical,N,0,0,0
musik,N,0,0,0
musikbox,N,0,0,0
musiker,N,0,0,0
muskel,N,0,0,0
müssen,V,0,4,0
mustern,V,0,0,0
mut,N,0,0,0
mutation,N,0,0,0
mutig,A,0,0,0
mutlos,A,0,0,0
mutter,N,0,0,0
mutti,N,0,0,0
mystik,N,0,0,0
mystisch,A,0,0,0
mythos,N,0,0,0
nabel,N,0,0,0
nachbar,N,0,0,0
nachfolger,N,0,0,0
nachmittag,N,0,0,0
nachrede,N,0,0,0
nachricht,N,1,0,0
nachruf,N,0,0,0
nacht,N,0,0,0
nachteil,N,0,0,0
nachweisen,V,0,0,0
nackt,A,0,0,0
nadel,N,0,0,0
nagel,N,0,0,0
nah,A,0,0,0
nähe,N,0,0,0
nahrung,N,0,0,0
naiv,A,0,0,0
name,N,0,0,0
namenlos,A,0,0,0
namhaft,A,0,0,0
narbe,N,0,0,0
narbig,A,0,0,0
narkose,N,0,0,0
narr,N,0,0,0
naschen,V,0,0,0
nase,N,0,0,0
national,A,0,0,0
natter,N,0,0,0
natur,N,0,0,0
nazi,N,0,0,0
nazizeit,N,0,0,0
nebel,N,0,0,0
neblig,A,0,0,0
necken,V,0,0,0
neffe,N,0,0,0
negation,N,0,0,0
negativ,A,0,1,0
neger,N,0,0,0
negerin,N,0,0,0
nehmen,V,0,0,0
neid,N,0,0,0
neidisch,A,0,0,0
neidlos,A,0,0,0
neige,N,0,0,0
neigen,V,0,0,0
neigung,N,0,0,0
nein,N,0,0,0
nelke,N,0,0,0
nennen,V,0,0,0
nett,A,0,0,0
neubau,N,0,0,0
neugier,N,0,0,0
neurose,N,0,0,0
